"Article ID (evar50)","Multi Variate Value 1","Unique Visitors"
"00000000-0002-0001-0000-000172071824","hacker",98928
"00000000-0002-0001-0000-000172071824","internetkriminalität",98928
"00000000-0002-0001-0000-000172071825","",5945
"00000000-0002-0001-0000-000172071825","coronavirus",14502
"00000000-0002-0001-0000-000172071825","coronavirus: arbeit und wirtschaft",14502
"00000000-0002-0001-0000-000172071825","heldinnen und helden des corona-alltags",14502
"00000000-0002-0001-0000-000172071826","",20893
"00000000-0002-0001-0000-000172071826","kannibalismus",52964
"00000000-0002-0001-0000-000172071826","kriminalität",52964
"00000000-0002-0001-0000-000172071826","polizei",52964
"00000000-0002-0001-0000-000172071831","",8104
"00000000-0002-0001-0000-000172071831","jens spahn",27778
"00000000-0002-0001-0000-000172071832","",7922
"00000000-0002-0001-0000-000172071832","coronavirus",20706
"00000000-0002-0001-0000-000172071832","wirtschaft in deutschland",20706
"00000000-0002-0001-0000-000172071833","",67562
"00000000-0002-0001-0000-000172071833","elektroautos",157536
"00000000-0002-0001-0000-000172071833","elon musk",157536
"00000000-0002-0001-0000-000172071833","tesla motors",157536
"00000000-0002-0001-0000-000172071833","umweltfreundliche fahrzeuge",157536
"00000000-0002-0001-0000-000172071834","",10667
"00000000-0002-0001-0000-000172071834","günther jauch",36540
"00000000-0002-0001-0000-000172071834","thomas gottschalk",36540
"00000000-0002-0001-0000-000172071834","wein",36540
"00000000-0002-0001-0000-000172071836","",16404
"00000000-0002-0001-0000-000172071836","coronavirus",78095
"00000000-0002-0001-0000-000172071836","coronavirus: arbeit und wirtschaft",78095
"00000000-0002-0001-0000-000172071836","coronavirus: medizin",78095
"00000000-0002-0001-0000-000172071836","rumänien",78095
"00000000-0002-0001-0000-000172071836","spiegel+ hausmitteilung",78095
"00000000-0002-0001-0000-000172071842","",34211
"00000000-0002-0001-0000-000172071842","libanon",70831
"00000000-0002-0001-0000-000172071843","",14359
"00000000-0002-0001-0000-000172071843","dänemark",28207
"00000000-0002-0001-0000-000172071843","flüchtlinge",28207
"00000000-0002-0001-0000-000172071843","integration",28207
"00000000-0002-0001-0000-000172071844","",143558
"00000000-0002-0001-0000-000172071844","donald trump",469829
"00000000-0002-0001-0000-000172071844","john bolton",469829
"00000000-0002-0001-0000-000172071844","republikaner (usa)",469829
"00000000-0002-0001-0000-000172071844","republikaner (usa), john bolton, donald trump, spiegel+ hausmitteilung",1
"00000000-0002-0001-0000-000172071844","spiegel+ hausmitteilung",469829
"00000000-0002-0001-0000-000172071844","usa",469830
"00000000-0002-0001-0000-000172071845","",13037
"00000000-0002-0001-0000-000172071845","iran",42514
"00000000-0002-0001-0000-000172071845","menschenrechte in iran",42514
"00000000-0002-0001-0000-000172071846","",42258
"00000000-0002-0001-0000-000172071846","#metoo",86228
"00000000-0002-0001-0000-000172071846","harvey weinstein",86228
"00000000-0002-0001-0000-000172071846","kriminalität",86228
"00000000-0002-0001-0000-000172071846","sexualdelikte",86228
"00000000-0002-0001-0000-000172071849","",102073
"00000000-0002-0001-0000-000172071849","andrÃ© schÃ¼rrle",2
"00000000-0002-0001-0000-000172071849","andré schürrle",470599
"00000000-0002-0001-0000-000172071849","borussia dortmund",470600
"00000000-0002-0001-0000-000172071849","dfb",470600
"00000000-0002-0001-0000-000172071849","fuÃŸball allgemein national",2
"00000000-0002-0001-0000-000172071849","fuÃŸball-bundesliga",2
"00000000-0002-0001-0000-000172071849","fuÃŸballnationalmannschaft",2
"00000000-0002-0001-0000-000172071849","fußball allgemein national",470599
"00000000-0002-0001-0000-000172071849","fußball-bundesliga",470599
"00000000-0002-0001-0000-000172071849","fußballnationalmannschaft",470599
"00000000-0002-0001-0000-000172071853","",5058
"00000000-0002-0001-0000-000172071853","coronavirus",26666
"00000000-0002-0001-0000-000172071855","",12398
"00000000-0002-0001-0000-000172071855","artenschutz",32611
"00000000-0002-0001-0000-000172071855","nordsee",32611
"00000000-0002-0001-0000-000172071857","",6023
"00000000-0002-0001-0000-000172071857","hunde",12110
"00000000-0002-0001-0000-000172071858","",71059
"00000000-0002-0001-0000-000172071858","""reichsbürger""",152815
"00000000-0002-0001-0000-000172071858","verschwörungstheorien",152815
"00000000-0002-0001-0000-000172071858","xavier naidoo",152815
"00000000-0002-0001-0000-000172071859","",28818
"00000000-0002-0001-0000-000172071859","corona-maskenpflicht",75596
"00000000-0002-0001-0000-000172071859","coronavirus",75596
"00000000-0002-0001-0000-000172071859","coronavirus: medizin",75596
"00000000-0002-0001-0000-000172071859","coronavirus: psychologie",75596
"00000000-0002-0001-0000-000172071859","heldinnen und helden des corona-alltags",75596
"00000000-0002-0001-0000-000172071865","",13394
"00000000-0002-0001-0000-000172071865","#metoo",33607
"00000000-0002-0001-0000-000172071865","harvey weinstein",33607
"00000000-0002-0001-0000-000172071865","new york times",33607
"00000000-0002-0001-0000-000172071865","pulitzerpreis",33607
"00000000-0002-0001-0000-000172071867","",7033
"00000000-0002-0001-0000-000172071867","eckart von hirschhausen",14142
"00000000-0002-0001-0000-000172071867","fernsehen",14142
"00000000-0002-0001-0000-000172071867","medizin",14142
"00000000-0002-0001-0000-000172071868","",10333
"00000000-0002-0001-0000-000172071868","bestseller und lesetipps",12523
"00000000-0002-0001-0000-000172071868","buchrezensionen",36499
"00000000-0002-0001-0000-000172071868","bücher",12523
"00000000-0002-0001-0000-000172071868","bücher, bestseller und lesetipps",24432
"00000000-0002-0001-0000-000172071868","literatur",36499
"00000000-0002-0001-0000-000172071868","sex and the city",36499
"00000000-0002-0001-0000-000172071868","sexualität",36499
"00000000-0002-0001-0000-000172071871","",10717
"00000000-0002-0001-0000-000172071871","artenschutz",22635
"00000000-0002-0001-0000-000172071871","erderwärmung",22635
"00000000-0002-0001-0000-000172071871","klimawandel",22635
"00000000-0002-0001-0000-000172071872","",22491
"00000000-0002-0001-0000-000172071872","filme und serien",59066
"00000000-0002-0001-0000-000172071872","neue filme und serien",42035
"00000000-0002-0001-0000-000172071872","rezensionen",59066
"00000000-0002-0001-0000-000172071872","serien-tipps",59066
"00000000-0002-0001-0000-000172071872","televisionen",59066
"00000000-0002-0001-0000-000172071872","zdf: serien und filme",59066
"00000000-0002-0001-0000-000172131927","",64695
"00000000-0002-0001-0000-000172131930","",13717
"00000000-0002-0001-0000-000172131930","thurn und taxis",26745
"00000000-0002-0001-0000-000172131937","",1605
"00000000-0002-0001-0000-000172131937","copyrights",3259
"00000000-0002-0001-0000-000172131937","friedrich von schiller",3259
"00000000-0002-0001-0000-000172131937","johann wolfgang von goethe",3259
"00000000-0002-0001-0000-000172131939","",19815
"00000000-0002-0001-0000-000172131939","familienunternehmen",38568
"00000000-0002-0001-0000-000172131939","stahlindustrie",38568
"00000000-0002-0001-0000-000172131939","thyssenkrupp",38568
"00000000-0002-0001-0000-000172131941","",74325
"00000000-0002-0001-0000-000172131944","",146459
"00000000-0002-0001-0000-000172131945","",22220
"00000000-0002-0001-0000-000172131945","alfried krupp von bohlen und halbach",44612
"00000000-0002-0001-0000-000172131945","kaiser wilhelm ii.",44612
"00000000-0002-0001-0000-000172131945","waffenhandel",44612
"00000000-0002-0001-0000-000172131947","",29165
"00000000-0002-0001-0000-000172131949","",49307
"00000000-0002-0001-0000-000172131951","",26607
"00000000-0002-0001-0000-000172131951","nationalsozialismus",64852
"00000000-0002-0001-0000-000172131951","wirtschaft in deutschland",64852
"00000000-0002-0001-0000-000172131951","zweiter weltkrieg",64852
"00000000-0002-0001-0000-000172131952","",42604
"00000000-0002-0001-0000-000172131954","",9632
"00000000-0002-0001-0000-000172131954","familienunternehmen",31866
"00000000-0002-0001-0000-000172178879","",12736
"00000000-0002-0001-0000-000172178879","coronavirus",30410
"00000000-0002-0001-0000-000172178879","die zukunft der eu",30410
"00000000-0002-0001-0000-000172178879","europäische union",30410
"00000000-0002-0001-0000-000172178880","",189974
"00000000-0002-0001-0000-000172178880","coronavirus",497741
"00000000-0002-0001-0000-000172178880","donald trump",497741
"00000000-0002-0001-0000-000172178880","spiegel+ hausmitteilung",497741
"00000000-0002-0001-0000-000172178880","us-präsidentschaftswahl 2020",497741
"00000000-0002-0001-0000-000172178880","usa",497741
"00000000-0002-0001-0000-000172178881","",23542
"00000000-0002-0001-0000-000172178881","demokraten (usa)",56421
"00000000-0002-0001-0000-000172178881","donald trump",56421
"00000000-0002-0001-0000-000172178881","joe biden",56421
"00000000-0002-0001-0000-000172178881","us-präsidentschaftswahl 2020",56421
"00000000-0002-0001-0000-000172178881","usa",56421
"00000000-0002-0001-0000-000172178883","",3607
"00000000-0002-0001-0000-000172178883","computersicherheit",8855
"00000000-0002-0001-0000-000172178883","hacker",8855
"00000000-0002-0001-0000-000172178883","internetkriminalität",8855
"00000000-0002-0001-0000-000172178885","",122716
"00000000-0002-0001-0000-000172178885","coronavirus",165580
"00000000-0002-0001-0000-000172178885","meinung",165580
"00000000-0002-0001-0000-000172178888","",1943
"00000000-0002-0001-0000-000172178888","""nationalsozialistischer untergrund"" (nsu)",3720
"00000000-0002-0001-0000-000172178888","hessen",3720
"00000000-0002-0001-0000-000172178888","internetkriminalität",3720
"00000000-0002-0001-0000-000172178888","polizei",3720
"00000000-0002-0001-0000-000172178890","",25512
"00000000-0002-0001-0000-000172178890","coronavirus",70050
"00000000-0002-0001-0000-000172178892","",56986
"00000000-0002-0001-0000-000172178893","",10152
"00000000-0002-0001-0000-000172178893","olaf scholz",31214
"00000000-0002-0001-0000-000172178893","spiegel+ hausmitteilung",25235
"00000000-0002-0001-0000-000172178893","wirecard",31214
"00000000-0002-0001-0000-000172178894","",27446
"00000000-0002-0001-0000-000172178894","cdu",62013
"00000000-0002-0001-0000-000172178894","csu",62013
"00000000-0002-0001-0000-000172178894","markus söder",62013
"00000000-0002-0001-0000-000172178895","",4114
"00000000-0002-0001-0000-000172178895","europäische union",9556
"00000000-0002-0001-0000-000172178895","julia klöckner",9556
"00000000-0002-0001-0000-000172178895","landwirtschaft",9556
"00000000-0002-0001-0000-000172178895","landwirtschaftsministerium",9556
"00000000-0002-0001-0000-000172178895","umweltschutz",9556
"00000000-0002-0001-0000-000172178896","",30016
"00000000-0002-0001-0000-000172178896","alternative für deutschland (afd)",83872
"00000000-0002-0001-0000-000172178896","landesämter für verfassungsschutz",83872
"00000000-0002-0001-0000-000172178896","verfassungsschutz",83872
"00000000-0002-0001-0000-000172178897","",10288
"00000000-0002-0001-0000-000172178897","christian lindner",24523
"00000000-0002-0001-0000-000172178897","fdp",24523
"00000000-0002-0001-0000-000172178898","",5127
"00000000-0002-0001-0000-000172178898","jugendgewalt",13347
"00000000-0002-0001-0000-000172178900","",173831
"00000000-0002-0001-0000-000172178900","coronavirus",718086
"00000000-0002-0001-0000-000172178900","verschwörungstheorien",718086
"00000000-0002-0001-0000-000172178901","",6903
"00000000-0002-0001-0000-000172178901","bayern",14994
"00000000-0002-0001-0000-000172178901","csu",14994
"00000000-0002-0001-0000-000172178901","flughafen münchen",14994
"00000000-0002-0001-0000-000172178901","freie wähler (fw)",14994
"00000000-0002-0001-0000-000172178901","umweltschutz",14994
"00000000-0002-0001-0000-000172178903","",83361
"00000000-0002-0001-0000-000172178903","coronavirus",192375
"00000000-0002-0001-0000-000172178903","coronavirus: reisen",192375
"00000000-0002-0001-0000-000172178906","",4576
"00000000-0002-0001-0000-000172178906","eine meldung und ihre geschichte",7859
"00000000-0002-0001-0000-000172178907","",27889
"00000000-0002-0001-0000-000172178907","affen",110970
"00000000-0002-0001-0000-000172178909","",24932
"00000000-0002-0001-0000-000172178913","",21249
"00000000-0002-0001-0000-000172178914","",53248
"00000000-0002-0001-0000-000172178914","coronavirus: arbeit und wirtschaft",115133
"00000000-0002-0001-0000-000172178914","einzelhandel",115133
"00000000-0002-0001-0000-000172178914","stadtplanung",115133
"00000000-0002-0001-0000-000172178915","",31479
"00000000-0002-0001-0000-000172178915","coronavirus",73669
"00000000-0002-0001-0000-000172178915","coronavirus: arbeit und wirtschaft",73669
"00000000-0002-0001-0000-000172178915","wirtschaft in deutschland",73669
"00000000-0002-0001-0000-000172178917","",25310
"00000000-0002-0001-0000-000172178917","coronavirus",68272
"00000000-0002-0001-0000-000172178917","hartz iv",68272
"00000000-0002-0001-0000-000172178917","wirtschaft in deutschland",68272
"00000000-0002-0001-0000-000172178918","",14599
"00000000-0002-0001-0000-000172178918","facebook",30448
"00000000-0002-0001-0000-000172178918","internetkriminalität",30448
"00000000-0002-0001-0000-000172178918","soziale netzwerke",30448
"00000000-0002-0001-0000-000172178924","",18105
"00000000-0002-0001-0000-000172178924","die zukunft der eu",46694
"00000000-0002-0001-0000-000172178924","europÃ¤ische union",1
"00000000-0002-0001-0000-000172178924","europäische union",46694
"00000000-0002-0001-0000-000172178925","",13844
"00000000-0002-0001-0000-000172178925","boris johnson",31445
"00000000-0002-0001-0000-000172178925","brexit",31445
"00000000-0002-0001-0000-000172178925","großbritannien",31445
"00000000-0002-0001-0000-000172178926","",18698
"00000000-0002-0001-0000-000172178926","japan",47429
"00000000-0002-0001-0000-000172178926","kaiser naruhito",47429
"00000000-0002-0001-0000-000172178926","shinzo abe",47429
"00000000-0002-0001-0000-000172178927","",18066
"00000000-0002-0001-0000-000172178927","coronavirus",50455
"00000000-0002-0001-0000-000172178927","italien",50455
"00000000-0002-0001-0000-000172178927","wirtschaft in italien",50455
"00000000-0002-0001-0000-000172178930","",4367
"00000000-0002-0001-0000-000172178930","coronavirus",12796
"00000000-0002-0001-0000-000172178930","coronavirus: reisen",12796
"00000000-0002-0001-0000-000172178930","olympische sommerspiele 2020",12796
"00000000-0002-0001-0000-000172178931","",3948
"00000000-0002-0001-0000-000172178931","japan",10138
"00000000-0002-0001-0000-000172178931","olympische sommerspiele 2020",10138
"00000000-0002-0001-0000-000172178931","tokio",10138
"00000000-0002-0001-0000-000172178937","",40208
"00000000-0002-0001-0000-000172178937","el niño",86201
"00000000-0002-0001-0000-000172178937","erderwärmung",86201
"00000000-0002-0001-0000-000172178937","klimawandel",86201
"00000000-0002-0001-0000-000172178937","kohlendioxid",86201
"00000000-0002-0001-0000-000172178938","",235175
"00000000-0002-0001-0000-000172178939","",47515
"00000000-0002-0001-0000-000172178939","coronavirus: medizin",110702
"00000000-0002-0001-0000-000172178939","lungenerkrankungen",110702
"00000000-0002-0001-0000-000172178939","palliativmedizin",110702
"00000000-0002-0001-0000-000172178945","",2452
"00000000-0002-0001-0000-000172178945","literatur",7915
"00000000-0002-0001-0000-000172178946","",5887
"00000000-0002-0001-0000-000172178946","musik",13380
"00000000-0002-0001-0000-000172178946","popkultur",13380
"00000000-0002-0001-0000-000172178946","rockmusik",13380
"00000000-0002-0001-0000-000172178947","",9160
"00000000-0002-0001-0000-000172178947","literatur",20134
