"Article ID (evar50)","Multi Variate Value 1","Unique Visitors"
"0f684f4e-1ca9-4607-862c-436c87d6bce4","coronavirus: arbeit und wirtschaft",11554
"0f684f4e-1ca9-4607-862c-436c87d6bce4","großbritannien",11554
"0f684f4e-1ca9-4607-862c-436c87d6bce4","großbritannien-reisen",11554
"0f684f4e-1ca9-4607-862c-436c87d6bce4","wirtschaft in großbritannien",11554
"0f7c8844-e215-4c36-8562-ccce7db4e57f","",16187
"0f7c8844-e215-4c36-8562-ccce7db4e57f","emmanuel macron",35525
"0f7c8844-e215-4c36-8562-ccce7db4e57f","frankreich",35525
"0f7ef73c-47a2-4c7b-947d-dcff36313100","",2373
"0f7ef73c-47a2-4c7b-947d-dcff36313100","die kolumnisten",7172
"0f7ef73c-47a2-4c7b-947d-dcff36313100","film",7172
"0f7ef73c-47a2-4c7b-947d-dcff36313100","ganz meiner meinung",7172
"0f7ef73c-47a2-4c7b-947d-dcff36313100","gesellschaft neu denken",21
"0f7ef73c-47a2-4c7b-947d-dcff36313100","kino",7172
"0f7ef73c-47a2-4c7b-947d-dcff36313100","meinung",7172
"0f7feb9d-f29b-49e6-a7f6-d7a5471ddbaa","",39092
"0f7feb9d-f29b-49e6-a7f6-d7a5471ddbaa","bundeswehr",70456
"0f7feb9d-f29b-49e6-a7f6-d7a5471ddbaa","flugbereitschaft",70456
"0fa9159f-97e1-4854-8fa4-0e1ca1c52364","",2521
"0fa9159f-97e1-4854-8fa4-0e1ca1c52364","frankreich",6690
"0fa9159f-97e1-4854-8fa4-0e1ca1c52364","gewalt gegen frauen",6690
"0fa9159f-97e1-4854-8fa4-0e1ca1c52364","sexueller missbrauch von kindern",6690
"0fb15942-3bbe-491a-8c9a-2dc4769e52b2","",40615
"0fc58882-dffd-4f84-a157-6ba1d86061ca","",61540
"0fc58882-dffd-4f84-a157-6ba1d86061ca","1. fc köln",105355
"0fd1126d-dee4-4202-a9b7-948bf7b1d266","",69802
"0fd1126d-dee4-4202-a9b7-948bf7b1d266","bergsteigen",131292
"0fd1126d-dee4-4202-a9b7-948bf7b1d266","leben",131292
"0fd1126d-dee4-4202-a9b7-948bf7b1d266","outdoor-reisen",131292
"0fde8499-4f27-4477-af82-325dd6b4c4be","",88894
"0fde8499-4f27-4477-af82-325dd6b4c4be","iran",166764
"0fde8499-4f27-4477-af82-325dd6b4c4be","iranisches atomprogramm",166764
"0fde8499-4f27-4477-af82-325dd6b4c4be","israel-iran-konflikt",166764
"0fe80a1e-ddd4-4c85-8b6c-0fd9186cad00","",3904
"0fe80a1e-ddd4-4c85-8b6c-0fd9186cad00","alkohol",8903
"0fe80a1e-ddd4-4c85-8b6c-0fd9186cad00","coronavirus",8903
"0fe80a1e-ddd4-4c85-8b6c-0fd9186cad00","indien",8903
"0fe869d7-3511-41f0-aba6-d10f42f944b0","",18449
"0fe869d7-3511-41f0-aba6-d10f42f944b0","hongkong",40256
"0fe869d7-3511-41f0-aba6-d10f42f944b0","proteste in hongkong",40256
"0fe869d7-3511-41f0-aba6-d10f42f944b0","volksrepublik china",40256
"0fee7900-29b3-4c3c-a728-022b4d7908be","",11366
"0fee7900-29b3-4c3c-a728-022b4d7908be","bildung",23358
"0fee7900-29b3-4c3c-a728-022b4d7908be","bildungspolitik",23358
"0ff48bd0-1f3a-49f6-b80e-93ed396b31fb","",41069
"0ff48bd0-1f3a-49f6-b80e-93ed396b31fb","corona-maskenpflicht",83383
"0ff48bd0-1f3a-49f6-b80e-93ed396b31fb","coronavirus",83383
"0ffdbba7-a6b5-4ecd-ac3e-0fadabbc76ad","",81928
"10062bd0-5525-42a0-ab31-8a923d443978","",33993
"10075c96-4c85-4e23-9ed9-05fb1aaa565a","",45026
"10075c96-4c85-4e23-9ed9-05fb1aaa565a","arbeitsrecht",138199
"10075c96-4c85-4e23-9ed9-05fb1aaa565a","so geht arbeit - arbeitsrecht im alltag",138199
"10075c96-4c85-4e23-9ed9-05fb1aaa565a","von rechts wegen - arbeitsrecht kurz erklärt",138199
"1007e72b-d203-40d0-9eca-71d723540c9c","",67593
"1007e72b-d203-40d0-9eca-71d723540c9c","bündnis 90/die grünen",116339
"1007e72b-d203-40d0-9eca-71d723540c9c","naturschutz",116339
"1007e72b-d203-40d0-9eca-71d723540c9c","robert habeck",116339
"10135da8-283e-4c3b-a6f5-7690398c14cd","",4958
"10135da8-283e-4c3b-a6f5-7690398c14cd","südkorea",9216
"10143ab9-0918-4525-aff8-52095bd85c58","",25977
"10143ab9-0918-4525-aff8-52095bd85c58","brasilien",44465
"10143ab9-0918-4525-aff8-52095bd85c58","jair bolsonaro",44465
"10143ab9-0918-4525-aff8-52095bd85c58","waldbrände im amazonas",44465
"101a9abe-7170-4b0f-adb5-2da43baa1b5f","",40609
"101a9abe-7170-4b0f-adb5-2da43baa1b5f","mauritius",81813
"101a9abe-7170-4b0f-adb5-2da43baa1b5f","Ölpest",81813
"1031421a-8682-4cba-840f-3c0b85a8b686","",12253
"1031421a-8682-4cba-840f-3c0b85a8b686","coronavirus",29971
"1031421a-8682-4cba-840f-3c0b85a8b686","coronavirus: arbeit und wirtschaft",29971
"1031421a-8682-4cba-840f-3c0b85a8b686","deutsche bahn",29971
"1039c1d2-9de0-465d-9867-0306e1adcc3a","",82496
"1045c812-a89b-41ae-9ccb-26a5d23c97b8","",276645
"1045c812-a89b-41ae-9ccb-26a5d23c97b8","coronavirus",628942
"1045c812-a89b-41ae-9ccb-26a5d23c97b8","donald trump",628942
"1045c812-a89b-41ae-9ccb-26a5d23c97b8","melania trump",628942
"1045c812-a89b-41ae-9ccb-26a5d23c97b8","twitter",628942
"1045c812-a89b-41ae-9ccb-26a5d23c97b8","weißes haus",628942
"104cdabb-5b0e-48c7-ae60-deafe912ecef","",4698
"104cdabb-5b0e-48c7-ae60-deafe912ecef","rheinland-pfalz",6170
"104cdabb-5b0e-48c7-ae60-deafe912ecef","sexueller missbrauch von kindern",6170
"104d86c1-0d16-48a8-9367-aee2e884b76a","",105234
"104d86c1-0d16-48a8-9367-aee2e884b76a","fall jeffrey epstein",230819
"104d86c1-0d16-48a8-9367-aee2e884b76a","großbritannien",230819
"104d86c1-0d16-48a8-9367-aee2e884b76a","monarchie",230819
"104d86c1-0d16-48a8-9367-aee2e884b76a","prinz andrew",230819
"105fa47f-3b48-4aee-a851-31aa5e1a21a5","",18721
"105fa47f-3b48-4aee-a851-31aa5e1a21a5","indonesien",25877
"10624d02-c03e-4366-b064-e7c927cec0f6","",6817
"10624d02-c03e-4366-b064-e7c927cec0f6","arbeitslose",11768
"10624d02-c03e-4366-b064-e7c927cec0f6","arbeitsmarkt",11768
"10624d02-c03e-4366-b064-e7c927cec0f6","coronavirus: arbeit und wirtschaft",11768
"10624d02-c03e-4366-b064-e7c927cec0f6","donald trump",11768
"10624d02-c03e-4366-b064-e7c927cec0f6","wirtschaft in den usa",11768
"107d0dcf-567b-48f7-b7af-9d87900ca928","",5284
"107d0dcf-567b-48f7-b7af-9d87900ca928","lateinamerika",8219
"107ed758-7e2e-402c-a9b5-779bf8b2ab92","",37878
"107ed758-7e2e-402c-a9b5-779bf8b2ab92","autoklassiker",66895
"107ed758-7e2e-402c-a9b5-779bf8b2ab92","oldtimer",66895
"107ed758-7e2e-402c-a9b5-779bf8b2ab92","oldtimer-schnäppchen",66895
"10836a03-ce16-45a8-97e6-f693eb388837","",15285
"10836a03-ce16-45a8-97e6-f693eb388837","hongkong",33118
"10836a03-ce16-45a8-97e6-f693eb388837","proteste in hongkong",33118
"10836a03-ce16-45a8-97e6-f693eb388837","volksrepublik china",33118
"108e69df-7686-4657-a941-2fb7d6241a29","",48198
"108e69df-7686-4657-a941-2fb7d6241a29","indianer",378666
"108e69df-7686-4657-a941-2fb7d6241a29","indigene bevölkerung",378666
"108e69df-7686-4657-a941-2fb7d6241a29","kommunikation",378666
"108e69df-7686-4657-a941-2fb7d6241a29","krieg",378666
"108e69df-7686-4657-a941-2fb7d6241a29","kryptografie",378666
"108e69df-7686-4657-a941-2fb7d6241a29","technikgeschichte",378666
"108e69df-7686-4657-a941-2fb7d6241a29","usa",378666
"108e69df-7686-4657-a941-2fb7d6241a29","weltkriege",378666
"108e69df-7686-4657-a941-2fb7d6241a29","zweiter weltkrieg",378666
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","",10458
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","fernsehen",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","fernsehserien",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","filme und serien",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","netflix: serien und filme",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","neue filme und serien",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","serien-tipps",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","streaming",26774
"10a9fa58-1660-4cde-a0a3-fce2984d5b24","tv-serien",26774
"10c03dfb-5c70-472d-91c7-376e01915ae4","",2568
"10c03dfb-5c70-472d-91c7-376e01915ae4","die lage am abend",19694
"10c3efcc-7e31-45ac-b8e2-c0d762353b96","",45011
"10c3efcc-7e31-45ac-b8e2-c0d762353b96","puerto rico",63393
"10c3efcc-7e31-45ac-b8e2-c0d762353b96","raumfahrt",63393
"10c3efcc-7e31-45ac-b8e2-c0d762353b96","usa",63393
"10d44655-896f-4ec9-8622-f679ff0f09a2","",13978
"10d44655-896f-4ec9-8622-f679ff0f09a2","christentum",44101
"10d44655-896f-4ec9-8622-f679ff0f09a2","harvard university",44101
"10d44655-896f-4ec9-8622-f679ff0f09a2","jesus von nazareth",44101
"10fae4ec-c571-43c9-9702-7e2e92c380a1","",14823
"10fae4ec-c571-43c9-9702-7e2e92c380a1","datenschutz",29257
"10fae4ec-c571-43c9-9702-7e2e92c380a1","facebook",29257
"10fae4ec-c571-43c9-9702-7e2e92c380a1","finanzkrise ab 2007",29257
"11033a7a-8d19-43a1-8deb-9ecf71bcab0d","",142553
"11033a7a-8d19-43a1-8deb-9ecf71bcab0d","gewalt gegen frauen",184554
"11033a7a-8d19-43a1-8deb-9ecf71bcab0d","niedersachsen",184554
"11222445-a550-47d4-b498-7d81246dfafd","",11040
"11222445-a550-47d4-b498-7d81246dfafd","twitter",21232
"1123c2f5-c50a-4825-a8b3-d513975a6067","",13067
"1123c2f5-c50a-4825-a8b3-d513975a6067","kaufland",31970
"1123c2f5-c50a-4825-a8b3-d513975a6067","lidl",31970
"112c5f43-259c-4dff-9ce2-3083efebb252","",19254
"112c5f43-259c-4dff-9ce2-3083efebb252","müll",67974
"112c5f43-259c-4dff-9ce2-3083efebb252","nachhaltigkeit",67974
"112c5f43-259c-4dff-9ce2-3083efebb252","umweltschutz",67974
"112c5f43-259c-4dff-9ce2-3083efebb252","uno",67974
"112c8ce7-49f9-4c11-806f-59f2a044f40b","",9907
"112c8ce7-49f9-4c11-806f-59f2a044f40b","chicago",29398
"112c8ce7-49f9-4c11-806f-59f2a044f40b","donald trump",29398
"112c8ce7-49f9-4c11-806f-59f2a044f40b","usa",29398
"112e0cce-2bb4-43ab-8f47-466db4648d25","",19189
"112e0cce-2bb4-43ab-8f47-466db4648d25","büroalltag",42010
"112e0cce-2bb4-43ab-8f47-466db4648d25","büroleben",42010
"112e0cce-2bb4-43ab-8f47-466db4648d25","homeoffice",42010
"112e0cce-2bb4-43ab-8f47-466db4648d25","krankenkassen",42010
"1132cd27-aaf7-46e9-8634-502f82df00d1","",151
"1132cd27-aaf7-46e9-8634-502f82df00d1","audiostorys",489
"1132cd27-aaf7-46e9-8634-502f82df00d1","depressionen",489
"1132cd27-aaf7-46e9-8634-502f82df00d1","psychotherapie",489
"11472064-f1b7-4931-865b-5a3b83587f2d","",19854
"11472064-f1b7-4931-865b-5a3b83587f2d","baden-württemberg",27645
"11472064-f1b7-4931-865b-5a3b83587f2d","flugzeugunglücke",27645
"1151361f-eb6d-4ec2-905c-f92c48dc7a44","",8264
"1151361f-eb6d-4ec2-905c-f92c48dc7a44","pressefreiheit",15227
"1151361f-eb6d-4ec2-905c-f92c48dc7a44","ungarn",15227
"1151361f-eb6d-4ec2-905c-f92c48dc7a44","viktor orbán",15227
"1181db9c-974f-43f4-9eeb-f1d76723105f","",36654
"1181db9c-974f-43f4-9eeb-f1d76723105f","beirut",71205
"1181db9c-974f-43f4-9eeb-f1d76723105f","katastrophe in beirut",71205
"1181db9c-974f-43f4-9eeb-f1d76723105f","libanon",71205
"1183cf6d-97b6-4d1b-a91a-606654aeb162","",21302
"1183cf6d-97b6-4d1b-a91a-606654aeb162","antonio banderas",34989
"1183cf6d-97b6-4d1b-a91a-606654aeb162","coronavirus",34989
"11941cd2-bad4-4c78-bcda-c000f41678ec","",131
"11941cd2-bad4-4c78-bcda-c000f41678ec","anschlag in hanau",293
"11941cd2-bad4-4c78-bcda-c000f41678ec","coronavirus",293
"11941cd2-bad4-4c78-bcda-c000f41678ec","rassismus",293
"11afe148-1f1f-45bc-bee7-83895843ffad","",46026
"11afe148-1f1f-45bc-bee7-83895843ffad","kunst",79587
"11afe148-1f1f-45bc-bee7-83895843ffad","niederlande",79587
"11afe148-1f1f-45bc-bee7-83895843ffad","vincent van gogh",79587
"11b06c93-5a81-4ca0-af71-78f5494c8aae","",15249
"11b06c93-5a81-4ca0-af71-78f5494c8aae","alexander lukaschenko",36758
"11b06c93-5a81-4ca0-af71-78f5494c8aae","belarus",36758
"11b68190-181c-475c-871d-a98ea721a4fa","",14858
"11b68190-181c-475c-871d-a98ea721a4fa","fußball allgemein international",26791
"11b8c7bd-6eea-4df4-b8ea-c68447e22055","",40690
"11b8c7bd-6eea-4df4-b8ea-c68447e22055","frankreich",90808
"11b8c7bd-6eea-4df4-b8ea-c68447e22055","frankreich-reisen",90808
"11b8c7bd-6eea-4df4-b8ea-c68447e22055","leben",90808
"11b8c7bd-6eea-4df4-b8ea-c68447e22055","paris",90808
"11bc51d5-2f75-4695-a2d5-45bd86369351","",1619
"11bc51d5-2f75-4695-a2d5-45bd86369351","frauenfußball",5034
"11bc51d5-2f75-4695-a2d5-45bd86369351","fußballnationalelf der frauen",5034
"11c4ff29-7492-4420-9760-e83c066af74a","",30429
"11c4ff29-7492-4420-9760-e83c066af74a","iran",65736
"11c4ff29-7492-4420-9760-e83c066af74a","nicolás maduro",65736
"11c4ff29-7492-4420-9760-e83c066af74a","usa",65736
"11c4ff29-7492-4420-9760-e83c066af74a","venezuela",65736
"11d48990-2d97-4518-ae4f-b2e238fdd573","",12479
"11d48990-2d97-4518-ae4f-b2e238fdd573","einzelhandel",21709
"11d48990-2d97-4518-ae4f-b2e238fdd573","lebensmittelindustrie",21709
"11d48990-2d97-4518-ae4f-b2e238fdd573","verbraucherschutz",21709
"11e9ba07-e2c8-4c9c-a422-15710085d370","",3226
"11e9ba07-e2c8-4c9c-a422-15710085d370","afghanistan",1143
"11e9ba07-e2c8-4c9c-a422-15710085d370","taliban",1143
"11fc2e2a-7ef5-4e30-bcd2-d89dedc092d2","",11984
"11fc2e2a-7ef5-4e30-bcd2-d89dedc092d2","fall walter lübcke",26131
"12063b35-0dbb-4ace-abae-5406cd8518d7","",30406
"12063b35-0dbb-4ace-abae-5406cd8518d7","arbeitsrecht",62253
"12063b35-0dbb-4ace-abae-5406cd8518d7","arbeitsrecht-datenbank",62253
"12063b35-0dbb-4ace-abae-5406cd8518d7","so geht arbeit - arbeitsrecht im alltag",62253
"12063b35-0dbb-4ace-abae-5406cd8518d7","von rechts wegen - arbeitsrecht kurz erklärt",62253
"1221dd9b-d72d-454d-8107-c775afecce6f","",15613
"1221dd9b-d72d-454d-8107-c775afecce6f","autoindustrie",35252
"1221dd9b-d72d-454d-8107-c775afecce6f","börse",35252
"1221dd9b-d72d-454d-8107-c775afecce6f","elon musk",35252
"1221dd9b-d72d-454d-8107-c775afecce6f","new york stock exchange",35252
"1221dd9b-d72d-454d-8107-c775afecce6f","tesla motors",35252
"1221dd9b-d72d-454d-8107-c775afecce6f","usa",35252
"12267d2c-707f-4a2c-8532-52e9ade9dc14","",76553
"12267d2c-707f-4a2c-8532-52e9ade9dc14","angela merkel",101018
"12267d2c-707f-4a2c-8532-52e9ade9dc14","armin laschet",101018
"12267d2c-707f-4a2c-8532-52e9ade9dc14","markus söder",101018
"12269228-a735-4393-9c88-aa981ed9135d","",22806
"12269228-a735-4393-9c88-aa981ed9135d","coronavirus",45896
"12269228-a735-4393-9c88-aa981ed9135d","kino",45896
"12269228-a735-4393-9c88-aa981ed9135d","star wars",45896
"12269228-a735-4393-9c88-aa981ed9135d","walt disney",45896
"12421fc0-9740-4234-812a-cd248cdef6a5","",10031
"12421fc0-9740-4234-812a-cd248cdef6a5","""nationalsozialistischer untergrund"" (nsu)",19912
"12421fc0-9740-4234-812a-cd248cdef6a5","anton hofreiter",19912
"12421fc0-9740-4234-812a-cd248cdef6a5","bündnis 90/die grünen",19912
"12421fc0-9740-4234-812a-cd248cdef6a5","rechtsextremismus",19912
"12421fc0-9740-4234-812a-cd248cdef6a5","renate künast",19912
"124e5d1f-50c4-4906-9fa7-0f7a5eff5320","",36749
"124e5d1f-50c4-4906-9fa7-0f7a5eff5320","bayern münchen",102296
"124e5d1f-50c4-4906-9fa7-0f7a5eff5320","champions league",102296
"124e5d1f-50c4-4906-9fa7-0f7a5eff5320","paris saint-germain",102296
"124e5d1f-50c4-4906-9fa7-0f7a5eff5320","zdf",102296
"1262d226-01ff-47c1-8edb-e648653733d2","",31197
"1262d226-01ff-47c1-8edb-e648653733d2","erfurt",52090
"1262d226-01ff-47c1-8edb-e648653733d2","rassismus",52090
"1268e25a-ca87-4150-a938-430937d3d7a5","",44359
"1268e25a-ca87-4150-a938-430937d3d7a5","dürren",94183
"1268e25a-ca87-4150-a938-430937d3d7a5","klimawandel",94183
"1268e25a-ca87-4150-a938-430937d3d7a5","wald",94183
"1277f548-1391-4de4-9ab6-8851985b705e","",86889
"1277f548-1391-4de4-9ab6-8851985b705e","boris johnson",157662
"1277f548-1391-4de4-9ab6-8851985b705e","großbritannien",157662
"1277f548-1391-4de4-9ab6-8851985b705e","house of lords",157662
"12919cb1-e070-4c93-b21f-078bcdccdd3f","",26189
"12919cb1-e070-4c93-b21f-078bcdccdd3f","brexit",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","coronavirus",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","coronavirus: arbeit und wirtschaft",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","frankreich",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","freihandelsabkommen jefta",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","globalisierung",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","großbritannien",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","handelsstreit mit den usa",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","japan",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","volksrepublik china",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","wirtschaft",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","wirtschaft in china",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","wirtschaft in den usa",42279
"12919cb1-e070-4c93-b21f-078bcdccdd3f","wirtschaft in japan",42279
"12aaa8bb-4e08-48c3-bbba-6f55cd29df5f","",23837
"12aaa8bb-4e08-48c3-bbba-6f55cd29df5f","banken",78582
"12aaa8bb-4e08-48c3-bbba-6f55cd29df5f","kriminalität",78582
"12aaa8bb-4e08-48c3-bbba-6f55cd29df5f","landeskriminalamt",78582
"12aaa8bb-4e08-48c3-bbba-6f55cd29df5f","nordrhein-westfalen",78582
"12aaa8bb-4e08-48c3-bbba-6f55cd29df5f","polizei",78582
"12aca9f0-3232-42d9-81f7-8dec0e591278","",388917
"12aca9f0-3232-42d9-81f7-8dec0e591278","#metoo",641426
"12aca9f0-3232-42d9-81f7-8dec0e591278","alter! - die midlife-kolumne",641426
"12aca9f0-3232-42d9-81f7-8dec0e591278","altern",641426
"12aca9f0-3232-42d9-81f7-8dec0e591278","leben",641426
"12aca9f0-3232-42d9-81f7-8dec0e591278","psychologie",641426
"12bb25dc-3a9a-4d04-9ebe-4f2a8248078f","",48033
"12bb25dc-3a9a-4d04-9ebe-4f2a8248078f","alexander lukaschenko",136499
"12bb25dc-3a9a-4d04-9ebe-4f2a8248078f","belarus",136499
"12c57f8c-165f-44da-a388-28a08af45e57","",51954
"12c57f8c-165f-44da-a388-28a08af45e57","die kolumnisten",139662
"12c57f8c-165f-44da-a388-28a08af45e57","die mensch-maschine",139662
"12c57f8c-165f-44da-a388-28a08af45e57","donald trump",139662
"12c57f8c-165f-44da-a388-28a08af45e57","meinung",139662
"12c57f8c-165f-44da-a388-28a08af45e57","sascha lobo",139662
"12c57f8c-165f-44da-a388-28a08af45e57","usa",139662
"12c7a38f-41db-4bec-949a-a365164cf5ec","",36816
"12c7a38f-41db-4bec-949a-a365164cf5ec","demokratie",55289
"12c7a38f-41db-4bec-949a-a365164cf5ec","die kolumnisten",55289
"12c7a38f-41db-4bec-949a-a365164cf5ec","fragen sie frau sibylle",55289
"12c7a38f-41db-4bec-949a-a365164cf5ec","meinung",55289
"12c7a38f-41db-4bec-949a-a365164cf5ec","verschwörungstheorien",55289
"12d4f9ee-6003-47f7-9908-e9be647753a6","",58545
"12d4f9ee-6003-47f7-9908-e9be647753a6","demokraten (usa)",122300
"12d4f9ee-6003-47f7-9908-e9be647753a6","donald trump",122300
"12d4f9ee-6003-47f7-9908-e9be647753a6","joe biden",122300
"12d4f9ee-6003-47f7-9908-e9be647753a6","republikaner (usa)",122300
"12d4f9ee-6003-47f7-9908-e9be647753a6","us-präsidentschaftswahl 2020",122300
"12d4f9ee-6003-47f7-9908-e9be647753a6","usa",122300
"12d4f9ee-6003-47f7-9908-e9be647753a6","waffen",122300
"12ddb184-4b68-4b51-84f5-dd0ebb64f78d","",49674
"12ddb184-4b68-4b51-84f5-dd0ebb64f78d","coronavirus",150899
"12ddb184-4b68-4b51-84f5-dd0ebb64f78d","jens spahn",150899
"12ddb184-4b68-4b51-84f5-dd0ebb64f78d","robert koch-institut (rki)",150899
"12f278bf-5f5f-405e-acd6-4b485fdeb0e8","",84415
"12f278bf-5f5f-405e-acd6-4b485fdeb0e8","hawaii",94478
"12f278bf-5f5f-405e-acd6-4b485fdeb0e8","surfen",94478
"12f68050-6107-4cae-befc-993d20346a03","",11143
"12f68050-6107-4cae-befc-993d20346a03","belarus",35870
"12f68050-6107-4cae-befc-993d20346a03","swetlana tichanowskaja",35870
"130d929d-9039-4e9f-bba2-43dea9e354bb","",10131
"130d929d-9039-4e9f-bba2-43dea9e354bb","benjamin netanyahu",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","donald trump",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","israel",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","nahost",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","nahostkonflikt",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","palästina",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","usa",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","vereinigte arabische emirate",22122
"130d929d-9039-4e9f-bba2-43dea9e354bb","westjordanland",22122
"132701a2-3d9d-4381-8644-0b9d93798ff3","",61917
"132701a2-3d9d-4381-8644-0b9d93798ff3","computersicherheit",115335
"132701a2-3d9d-4381-8644-0b9d93798ff3","hacker",115335
"132701a2-3d9d-4381-8644-0b9d93798ff3","twitter",115335
"13331304-3266-46e4-8aea-c93ca058cbda","",28750
"133be244-0bf5-4b21-a42a-ae0546b49e19","",13575
"133be244-0bf5-4b21-a42a-ae0546b49e19","computersicherheit",45197
"133be244-0bf5-4b21-a42a-ae0546b49e19","datenschutz",45197
"133be244-0bf5-4b21-a42a-ae0546b49e19","facebook",45197
"133be244-0bf5-4b21-a42a-ae0546b49e19","instagram",45197
"133be244-0bf5-4b21-a42a-ae0546b49e19","microsoft",45197
"133be244-0bf5-4b21-a42a-ae0546b49e19","tiktok",45197
"1353e591-22e1-4963-bdf4-1f7e0b7d34e2","",68687
"1353e591-22e1-4963-bdf4-1f7e0b7d34e2","coronavirus",166913
"1353e591-22e1-4963-bdf4-1f7e0b7d34e2","coronavirus: kollateralfragen",166913
"1353e591-22e1-4963-bdf4-1f7e0b7d34e2","konsum",166913
"1353e591-22e1-4963-bdf4-1f7e0b7d34e2","konsumgüter",166913
"135bca46-2aae-4e5d-93fa-25f9f715eb76","",29175
"135bca46-2aae-4e5d-93fa-25f9f715eb76","coronavirus",53727
"135bca46-2aae-4e5d-93fa-25f9f715eb76","coronavirus: arbeit und wirtschaft",53727
"135bca46-2aae-4e5d-93fa-25f9f715eb76","coronavirus: kollateralfragen",53727
"135bca46-2aae-4e5d-93fa-25f9f715eb76","coronavirus: psychologie",53727
"135bca46-2aae-4e5d-93fa-25f9f715eb76","dfl",53727
"135bca46-2aae-4e5d-93fa-25f9f715eb76","fußball-bundesliga",53727
"135bca46-2aae-4e5d-93fa-25f9f715eb76","Ärzte",53727
"1360c5e2-9101-43b6-b6f6-b03a20c2a674","",150600
"1360c5e2-9101-43b6-b6f6-b03a20c2a674","baden-württemberg",201482
"1360c5e2-9101-43b6-b6f6-b03a20c2a674","gewalt gegen frauen",201482
"1360c5e2-9101-43b6-b6f6-b03a20c2a674","kriminalität",201482
"1360c5e2-9101-43b6-b6f6-b03a20c2a674","mutmaßliche gruppenvergewaltigung in freiburg",201482
"1361dc3a-86a4-46aa-9b12-95a77675b836","",4935
"1361dc3a-86a4-46aa-9b12-95a77675b836","basketball",9923
"1361dc3a-86a4-46aa-9b12-95a77675b836","satou sabally",9923
"13719438-de2d-408d-af9b-8f175648e639","",3737
"13719438-de2d-408d-af9b-8f175648e639","golf",9065
"13719438-de2d-408d-af9b-8f175648e639","martin kaymer",3110
"1376dee1-174a-4a59-aef5-048206dfe77b","",92735
"1376dee1-174a-4a59-aef5-048206dfe77b","evolution",162086
"1376dee1-174a-4a59-aef5-048206dfe77b","insekten",162086
"13824d38-6dab-4396-be50-d6469af78b5c","",6916
"13824d38-6dab-4396-be50-d6469af78b5c","disney",16519
"13824d38-6dab-4396-be50-d6469af78b5c","kenneth branagh",16519
"13824d38-6dab-4396-be50-d6469af78b5c","kino",16519
"13824d38-6dab-4396-be50-d6469af78b5c","neue filme und serien",16519
"13824d38-6dab-4396-be50-d6469af78b5c","rezensionen",16519
"13824d38-6dab-4396-be50-d6469af78b5c","streaming",16519
"13973288-17ca-4940-b17e-b24a1f4535e2","",10714
"13973288-17ca-4940-b17e-b24a1f4535e2","kindesmisshandlung",17732
"13973288-17ca-4940-b17e-b24a1f4535e2","münster",17732
"13973288-17ca-4940-b17e-b24a1f4535e2","nordrhein-westfalen",17732
"13973288-17ca-4940-b17e-b24a1f4535e2","sexueller missbrauch von kindern",17732
"139ae58a-6f15-44a3-90d9-7d5e053d64b1","",15474
"139ae58a-6f15-44a3-90d9-7d5e053d64b1","bündnis 90/die grünen",24106
"139ae58a-6f15-44a3-90d9-7d5e053d64b1","klimawandel",24106
"139ae58a-6f15-44a3-90d9-7d5e053d64b1","verteidigungsministerium",24106
"139e5cfc-befe-4d6a-a7f2-fe530e1cf2e9","",172576
"139e5cfc-befe-4d6a-a7f2-fe530e1cf2e9","angela merkel",283470
"139e5cfc-befe-4d6a-a7f2-fe530e1cf2e9","coronavirus",283470
"139e5cfc-befe-4d6a-a7f2-fe530e1cf2e9","die kolumnisten",283470
"139e5cfc-befe-4d6a-a7f2-fe530e1cf2e9","jetzt erst recht(s)",283470
